title,notes
013,"19 agosto 1979, sera, 23:00
Barbara uscì dal retro del ristorante a notte fonda assieme a Bernard, chiacchierando sul fatto che il Quimonk, almeno quella sera, doveva aver avuto molti meno clienti di loro. Il turno al ristorante era infatti stato terribile, molto più del solito. Salutò il collega e salì in macchina, dirigendosi verso casa. Aveva aperto il finestrino, le mani e le braccia sostenute dal volante, e sul sedile a fianco il nuovo disco da regalare a suo figlio James: Unknown Pleasures, primo album di un gruppo che lei non conosceva ma che lui le aveva chiesto con entusiasmo. Sperando di non essersi confusa e di non aver sbagliato l'ennesimo regalo svoltò l'angolo del suo piccolo vialetto, notando i faretti spenti: suo marito Earnest doveva appena essere andato al lavoro. Avevano litigato negli ultimi giorni, il processo contro il suo ex-marito James era stato pesante per entrambi, e Earnest diceva che si sarebbe dovuta occupare di più di Valerie, che lui era affezionato ai figliastri quanto lei ma che stava esagerando. Lei infatti aveva perso il ricorso per l’affidamento dei figli, che era andato dopo un processo durato due anni al suo ex-marito e non se ne capacitava il perché, due giorni fa ciò aveva pure provocato una lite col suo nuovo marito Earnest, che da allora non le rivolge la parola.
Barbara parcheggia la macchina ed entra in casa e viene accolta da un gioviale Ernest ed una sorridente Valerie, l’unica figlia rimasta, con una bella fetta di torta, era il suo compleanno ed Earnest ha capito che con quella lite le ha fatto un male che non merita.
Il giorno dopo Barbara va dall’avvocato per fare un secondo ricorso contro l’ex-marito, che dopo due mesi di dibattimento vince e riesce ad ottenere l’affidamento esclusivo dei figli, ai quali Earnest piace subito per la sua giovialità e la sua presenza di spirito e la sera stessa lei, il suo nuovo marito e i suoi figli vanno al grande luna park di Stob, di cui provano tutte le giostre ed attrazioni possibili.
Barbara bacia teneramente Earnest e riceve una telefonata dal suo avvocato, che le comunica la decisione della corte di imporre a suo marito l’obbligo di versarle annualmente una somma di denaro per il mantenimento dei figli."

014,"20 agosto 1979 1:30 a.m.
“Ho baciato Leo Proust”.
Vera ritornava a casa a tarda notte e ripeteva tra sé uno stesso ritornello.
“Leo mi ha baciata”.
Un momento di debolezza… il bisogno di un abbraccio e poi tutto era precipitato in un bacio al quale lei non si era opposta. Era quasi scappata via subito e adesso correva verso casa. “Leo mi ha baciata… Oddio… Leo mi ama?” Guardò l’orologio ancora una volta. Era notte, era tardi. “Cosa dirà Edward?”
Forse non amava più Edward Sprecher, ma era pur sempre il padre dei suoi figli. E c’erano responsabilità… e poi il decoro. “Mi avranno vista? Chi c’era? Magari Edward dorme… ”
Edward l’accolse in piedi con le braccia conserte e l’espressione furibonda.
«Dove sei stata tutta la notte?»
«Mi dispiace, non so… Barbara mi ha chiamato perché non si è sentita bene. Ha avuto un altro attacco di panico! Però non era nulla di grave e così non ho voluto svegliarti. Non volevo che ti preoccupassi. Tutto qui.»
«Avresti dovuto dirmelo! Dovevi avvertirmi! Sono tuo marito. Dov’eri? Mi hai fatto preoccupare. »
«Scusa».
«Non so cosa farei da solo se tu non ci fossi, ma dimmi, come sta tua sorella ora?»
«Meglio… » rispose Vera con tono poco convinto.
«Ora forse dovresti tornare a letto e riposarti. Non è il caso di darci troppo peso». Vera si sentiva sollevata nel vedere che il marito aveva creduto alla sua storia, ma dall’altro lato provava un po’ di amarezza nel sapere di avergli mentito così spudoratamente.
Edward però non era del tutto convinto di quello che gli aveva detto la moglie. Seppure si fidasse di lei, dentro di lui nascevano sospetti."

015,"20 agosto 1979 1:30 a.m.
“Ho baciato Leo Proust”.
Vera ritornava a casa a tarda notte e ripeteva tra sé uno stesso ritornello.
“Leo mi ha baciata”.
Un momento di debolezza… il bisogno di un abbraccio e poi tutto era precipitato in un bacio al quale lei non si era opposta. Era quasi scappata via subito e adesso correva verso casa. “Leo mi ha baciata… Oddio… Leo mi ama?” Guardò l’orologio ancora una volta. Era notte, era tardi. “Cosa dirà Edward?”
Forse non amava più Edward Sprecher, ma era pur sempre il padre dei suoi figli. E c’erano responsabilità… e poi il decoro. “Mi avranno vista? Chi c’era? Magari Edward dorme… ”
Edward l’accolse in piedi con le braccia conserte e l’espressione furibonda.
«Dove sei stata tutta la notte?»
«Mi dispiace, non so… Barbara mi ha chiamato perché non si è sentita bene. Ha avuto un altro attacco di panico! Però non era nulla di grave e così non ho voluto svegliarti. Non volevo che ti preoccupassi. Tutto qui.»
«Tutto qui?! E tu speri che io creda a questa storiella? Non ho chiuso occhio al pensiero che mia moglie sia stata tutta la notte chissà dove e non al mio fianco nel mio letto. Mi rompo la schiena tutto il giorno a lavoro e quando torno cerco di farti sentire amata e speciale e tu non mi ricambi mai. Te lo richiedo Vera, ma questa volta non mentirmi. Dove sei stata?»
Vera era con le spalle al muro. Non aveva via d’uscita se non quella di dire la verità e sperare che Edward non si arrabbiasse troppo. «Sono stata con Leo Proust… ma non ha significato nulla per me. Te lo giuro. Ma mi sono pentita subito… non ho pensato ad altri che a te dopo quello che ho fatto. Ti prego perdonami ma… Mi dispiace… Le cose tra di noi non sono state delle migliori, ma… io non sono me stessa ultimamente e mi dispiace che tu mi abbia vista distaccata e fredda nei tuoi confronti, ma… »
Edward la interruppe: «Ma, ma, ma, sola ma sai dire?! Io ti amo, Vera, e ti amerò sempre. Questo sentimento non cambierà mai nonostante le tue continue bugie su bugie. Ma sono stufo di essere trattato così. Le cose devono cambiare per il bene del nostro rapporto e dei nostri figli».
Vera provò ad abbracciarlo e baciarlo ma Edward la respinse e le spiegò che aveva bisogno di un attimo di pausa per riflettere sul da farsi."

016,"20 agosto 1979 1:30 a.m.
“Ho baciato Leo Proust”.
Vera ritornava a casa a tarda notte e ripeteva tra sé uno stesso ritornello.
“Leo mi ha baciata”.
Un momento di debolezza… il bisogno di un abbraccio e poi tutto era precipitato in un bacio al quale lei non si era opposta. Era quasi scappata via subito e adesso correva verso casa. “Leo mi ha baciata… Oddio… Leo mi ama?” Guardò l’orologio ancora una volta. Era notte, era tardi. “Cosa dirà Edward?”
Forse non amava più Edward Sprecher, ma era pur sempre il padre dei suoi figli. E c’erano responsabilità… e poi il decoro. “Mi avranno vista? Chi c’era? Magari Edward dorme… ”
Edward l’accolse in piedi con le braccia conserte e l’espressione furibonda.
«Dove sei stata tutta la notte?»
«Mi dispiace, non so… Barbara mi ha chiamato perché non si è sentita bene. Ha avuto un altro attacco di panico! Però non era nulla di grave e così non ho voluto svegliarti. Non volevo che ti preoccupassi. Tutto qui.»
Edward non credette ad una singola parola. Capiva quando Vera mentiva dall’esitazione della voce. Le parlò con il cuore in mano: «Dimmi la verità Vera!! Te ne prego. Sono distrutto, il lavoro mi prosciuga… le poche energie che mi rimangono le dedico a te e ai bambini, ma per te non è abbastanza. Cosa devo fare? Dimmelo tu! Sei tutta la mia vita! Vera, se provi ancora qualche sentimento per me dimmi la verità!»
Vera, a queste parole si sentì un verme e tra le lacrime confessò ad Edward di essere stata con Leo Proust.
Edward con il cuore a pezzi, trasformò la sua amarezza in collera. «Non ti meriti nulla… la mia protezione, il mio affetto, il mio amore. Ho sempre provveduto a te e alla nostra famiglia. Ho fatto sacrifici. Sei un’ingrata. Mi vergogno di tutti i bei sentimenti che ho provato. Provo solo ribrezzo e pena. Non significhi più nulla per me! Sei misera e patetica.»
Edward si lanciò verso di lei di scatto quasi con l’intento di colpirla ma si fermò. Lui non era quel tipo di uomo. Si avvicinò al muro della stanza con le mani fra i capelli per la disperazione e strappò via il poster autografato di Bruce Springsteen, che Vera tanto amava, lo accartocciò e lo gettò con sdegno ai piedi di Vera. Prima di andarsene aggiunse: «Sappi che chiederò il divorzio!»."

017,"20 agosto 1979 1:30 a.m.
“Ho baciato Leo Proust”.
Vera ritornava a casa a tarda notte e ripeteva tra sé uno stesso ritornello.
“Leo mi ha baciata”.
Un momento di debolezza… il bisogno di un abbraccio e poi tutto era precipitato in un bacio al quale lei non si era opposta. Era quasi scappata via subito e adesso correva verso casa. “Leo mi ha baciata… Oddio… Leo mi ama?” Guardò l’orologio ancora una volta. Era notte, era tardi. “Cosa dirà Edward?”
Forse non amava più Edward Sprecher, ma era pur sempre il padre dei suoi figli. E c’erano responsabilità… e poi il decoro. “Mi avranno vista? Chi c’era? Magari Edward dorme… ”
Edward l’accolse in piedi con le braccia conserte e l’espressione furibonda.
«Dove sei stata tutta la notte?»
«Mi dispiace, non so… Barbara mi ha chiamato perché non si è sentita bene. Ha avuto un altro attacco di panico! Però non era nulla di grave e così non ho voluto svegliarti. Non volevo che ti preoccupassi. Tutto qui.»
Edward sentendosi in colpa per aver alzato la voce contro la moglie le si avvicinò abbracciandola per rincuorarla.
«Scusami tesoro se mi sono subito arrabbiato. Mi dispiace molto per Barbara, è già la seconda crisi questo mese, hai fatto bene a correre subito da lei.»
Vera, vergognandosi della bugia appena raccontata al marito, affondò subito il viso sul petto di Edward per nascondersi.
Lui continuò: «Dai adesso non ci pensare più, vedrai che le passerà e tutto andrà a finire per il meglio». Edward, accarezzandola, convinse Vera ad andare a letto a riposarsi un po' prima dell'inizio della giornata mentre lui si diresse in cucina per preparare la colazione a lei e ai figli. Pensando all'errore che aveva commesso poche ore prima, Vera si mise a sbirciare il marito impegnato a preparare la colazione e si sentì una persona orribile nel vederlo intento a riparare la scenata che, giustamente, le aveva fatto. Quasi disorientata, si voltò e si incamminò verso la camera da letto."

018,"21 agosto 1979, mattina, 6:15
Erano passate le sei del mattino. James Walter aveva finito di lavorare ma si attardava sul marciapiede. Stava rimandando il piacere del caffè e sigaretta. Ci mise poco a rendersi conto che non aveva motivo di restare lì… nessun motivo… o meglio uno c’era e affiorava sempre più chiaramente mentre era lì fermo. Vera Rome, era in ritardo! Solo questo. Eppure il ritardo gli impediva di godersi la ricompensa per la giornata di lavoro. La meritava davvero una maledetta ricompensa. Erano giorni difficili: la ex moglie, l’affidamento dei figli e la concorrenza della Rome Baking. Invecchiare non lo preoccupava, è vero, ma forse non era nemmeno più un ragazzino: il Jimmy che lui vedeva ancora allo specchio non invocava il letto a quest’ora! Era strana Vera Rome. Lui le piaceva. Ne era sicuro ormai. James faceva il pane da prima che lei e la sua bakery si installassero in Ryen Avenue, e comunque lei gli aveva soffiato non pochi clienti. “Mi fa gli occhi dolci per tenermi buono! E io ci casco. Ma perché?” E poi Vera gli comparve davanti. Camminava sul marciapiede. Vera andava a piedi. L'auto del marito si era guastata e tra i due lui lavorava ben lontano.
Esitò un attimo. Vera era quasi oltre. Non si era fermata, rovistava nella borsetta.
«Vera… ? Posso darle del tu, vero?»
Quando Vera alzo lo sguardo anche la sua espressione rivelava un certo sconvolgimento.
«Avanti James, non fingiamo di non conoscerci, fosse solo per la nostra rivalità: siamo le colonne portanti delle uniche due bakery di questa città.»
Già, anche lui avvertiva la sensazione di conoscerla più di quanto potesse giustificare: «Allora vado direttamente al sodo: che ne dici di prendermi con te alla Rome Baking? Ho sentito che tua madre è vicina alla pensione e tu sai che nessuno fa il pane meglio di me.»
Se l’espressione di Vera prima era disorientata, ora era letteralmente turbata. Guardarla negli occhi riportò James alla ragione: ma che gli era preso, da dove gli veniva questa iniziativa? Possibile che il suo istinto lo conducesse ad incasinarsi ancor di più la vita?
«Mi spiazzi davvero James, questa non è né la circostanza né il luogo per parlarne. Senza contare che mi hai preso in un pessimo momento. Mi spiace, ora non so risponderti.»
Dicendo ciò Vera si allontanò a passo spedito.
Amareggiato James tornò in laboratorio a raccogliere le sue cose, aveva la sensazione che nemmeno quel giorno avrebbe fatto sogni sereni."
